index,op,latency_us,ok,error
5,put,11131,true,
0,put,21903,true,
1,put,22212,true,
7,put,22755,true,
2,put,25359,true,
3,put,26515,true,
19,put,27423,true,
8,put,30049,true,
12,put,30430,true,
16,put,30680,true,
13,put,31827,true,
6,put,33455,true,
9,put,35458,true,
15,put,35516,true,
14,put,37577,true,
10,put,39256,true,
4,put,40050,true,
17,put,41565,true,
18,put,42814,true,
11,put,45839,true,
20,put,34823,true,
21,put,29206,true,
22,put,29349,true,
23,put,30967,true,
24,put,28873,true,
25,put,28960,true,
26,put,27994,true,
27,put,26385,true,
28,put,28151,true,
29,put,29044,true,
30,put,30278,true,
31,put,29617,true,
32,put,28403,true,
33,put,30222,true,
34,put,28558,true,
35,put,33304,true,
36,put,33873,true,
37,put,33210,true,
38,put,33714,true,
39,put,33444,true,
40,put,35736,true,
41,put,36277,true,
42,put,35786,true,
43,put,36431,true,
44,put,38085,true,
45,put,38219,true,
46,put,37932,true,
47,put,39193,true,
48,put,38474,true,
49,put,39219,true,
50,put,37649,true,
51,put,37727,true,
52,put,38043,true,
53,put,37330,true,
54,put,38551,true,
55,put,34139,true,
56,put,37292,true,
57,put,38975,true,
58,put,38968,true,
59,put,37417,true,
60,put,35574,true,
62,put,30884,true,
61,put,32104,true,
63,put,32094,true,
64,put,30035,true,
65,put,30683,true,
66,put,32409,true,
67,put,31092,true,
68,put,30373,true,
69,put,29657,true,
70,put,31838,true,
71,put,30893,true,
72,put,31734,true,
73,put,35953,true,
74,put,35786,true,
75,put,35784,true,
76,put,31813,true,
77,put,30041,true,
78,put,29534,true,
79,put,29946,true,
80,put,32472,true,
81,put,34161,true,
82,put,35207,true,
83,put,35221,true,
84,put,37941,true,
85,put,39101,true,
86,put,40695,true,
87,put,42067,true,
88,put,41747,true,
89,put,40627,true,
90,put,41083,true,
91,put,41260,true,
92,put,40372,true,
93,put,35476,true,
94,put,35165,true,
95,put,35553,true,
96,put,35880,true,
97,put,35651,true,
98,put,36705,true,
99,put,35786,true,
100,put,33651,true,
101,put,32096,true,
102,put,30899,true,
103,put,29027,true,
104,put,33683,true,
105,put,31480,true,
106,put,32034,true,
107,put,30307,true,
108,put,30873,true,
109,put,31664,true,
110,put,29492,true,
111,put,31346,true,
112,put,32195,true,
113,put,33377,true,
114,put,34923,true,
115,put,37770,true,
116,put,39993,true,
117,put,40928,true,
118,put,39271,true,
119,put,39431,true,
120,put,40810,true,
121,put,41399,true,
122,put,42861,true,
123,put,42272,true,
124,put,36051,true,
125,put,35974,true,
126,put,33277,true,
127,put,34607,true,
128,put,35508,true,
129,put,36638,true,
130,put,37809,true,
131,put,38127,true,
132,put,38247,true,
133,put,37157,true,
134,put,35984,true,
135,put,32077,true,
136,put,31390,true,
137,put,30165,true,
138,put,31231,true,
139,put,31595,true,
140,put,30420,true,
141,put,30334,true,
142,put,31922,true,
143,put,33656,true,
144,put,34811,true,
145,put,34627,true,
146,put,34727,true,
147,put,35292,true,
148,put,34987,true,
149,put,35143,true,
150,put,33207,true,
151,put,31472,true,
152,put,30424,true,
153,put,30514,true,
154,put,30359,true,
155,put,30298,true,
157,put,28775,true,
156,put,30839,true,
158,put,30440,true,
159,put,31637,true,
160,put,32959,true,
161,put,34142,true,
162,put,35665,true,
163,put,37002,true,
164,put,35918,true,
165,put,36189,true,
166,put,35188,true,
167,put,34068,true,
168,put,33684,true,
169,put,32646,true,
170,put,34043,true,
171,put,35338,true,
172,put,36171,true,
173,put,37580,true,
174,put,38939,true,
175,put,40237,true,
176,put,45251,true,
177,put,49384,true,
178,put,51494,true,
179,put,51106,true,
180,put,48967,true,
181,put,47297,true,
182,put,42696,true,
183,put,40487,true,
184,put,41065,true,
185,put,41981,true,
186,put,43865,true,
187,put,45188,true,
188,put,46624,true,
189,put,48012,true,
190,put,49679,true,
191,put,51090,true,
192,put,52969,true,
193,put,54197,true,
194,put,55631,true,
195,put,58071,true,
196,put,52803,true,
197,put,48668,true,
198,put,44888,true,
199,put,43821,true,
200,put,44070,true,
201,put,43741,true,
202,put,43958,true,
203,put,43462,true,
204,put,42824,true,
205,put,42407,true,
206,put,43870,true,
207,put,41873,true,
208,put,43226,true,
209,put,42040,true,
210,put,39549,true,
211,put,37160,true,
212,put,36105,true,
213,put,33094,true,
214,put,33407,true,
215,put,30074,true,
216,put,29756,true,
217,put,29361,true,
218,put,30111,true,
219,put,31076,true,
220,put,33887,true,
221,put,33507,true,
222,put,36289,true,
223,put,36145,true,
224,put,36680,true,
225,put,36729,true,
226,put,35050,true,
227,put,35119,true,
228,put,32192,true,
229,put,31653,true,
230,put,31932,true,
231,put,32426,true,
232,put,31445,true,
233,put,32607,true,
234,put,30192,true,
235,put,32917,true,
236,put,34728,true,
237,put,35371,true,
238,put,34896,true,
239,put,34617,true,
240,put,32291,true,
241,put,34129,true,
242,put,30647,true,
243,put,30807,true,
244,put,30355,true,
245,put,29860,true,
246,put,29182,true,
247,put,30357,true,
248,put,31147,true,
249,put,32410,true,
250,put,36088,true,
251,put,37569,true,
252,put,37885,true,
253,put,36684,true,
254,put,35680,true,
255,put,32594,true,
